,거래id,유형,고객id,코스ID,사이트,포맷,카테고리,코스(상품) 이름,거래일자,쿠폰이름,판매가격,결제수단,실거래금액,쿠폰할인액,거래금액,환불금액,월,일
120185,1739890,PAYMENT,83803,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-20 09:03:32,[WELCOME] 3월이니까? 3만원 할인!,158000,TRANS,128000,30000,128000,-,3,20
120197,1739683,PAYMENT,6934,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-20 00:03:28,[WELCOME] 3월이니까? 3만원 할인!,158000,CARD,128000,30000,128000,-,3,20
120246,1739427,PAYMENT,59458,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-19 21:03:00,[타임특가] 온라인 강의 할인,158000,CARD,110600,47400,110600,-,3,19
120323,1739058,PAYMENT,81346,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-19 16:03:44,-,158000,CARD,158000,-,158000,-,3,19
120360,1738799,PAYMENT,83783,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-19 13:03:23,-,158000,VBANK,158000,-,158000,-,3,19
120367,1738757,PAYMENT,57875,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-19 12:03:51,[WELCOME] 3월이니까? 3만원 할인!,158000,POINT,128000,30000,128000,-,3,19
120458,1737740,PAYMENT,99612,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-18 17:03:22,-,158000,CARD,158000,-,158000,-,3,18
120491,1737445,PAYMENT,25779,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-18 15:03:24,-,158000,CARD,158000,-,158000,-,3,18
120495,1737408,REFUND,8747,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-18 15:03:01,-,158000,CARD,-105333,-,-,-105333,3,18
120571,1736917,PAYMENT,91838,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-18 11:03:20,[WELCOME] 3월이니까? 3만원 할인!,158000,CARD,128000,30000,128000,-,3,18
120598,1736710,PAYMENT,14191,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-18 08:03:25,[WELCOME] 3월이니까? 3만원 할인!,158000,CARD,128000,30000,128000,-,3,18
120698,1735634,PAYMENT,58275,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-17 16:03:37,-,158000,CARD,158000,-,158000,-,3,17
120699,1735629,REFUND,99293,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-17 16:03:48,-,158000,CARD,-128000,-,-,-128000,3,17
120721,1735487,PAYMENT,8087,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-17 15:03:34,[WELCOME] 3월이니까? 3만원 할인!,158000,CARD,128000,30000,128000,-,3,17
120774,1735066,PAYMENT,11596,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-17 11:03:45,-,158000,CARD,158000,-,158000,-,3,17
120809,1734852,PAYMENT,71044,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-17 08:03:34,-,158000,CARD,158000,-,158000,-,3,17
120811,1734840,PAYMENT,92049,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-17 07:03:56,-,158000,CARD,158000,-,158000,-,3,17
120831,1734677,PAYMENT,69912,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-17 00:03:59,-,158000,CARD,158000,-,158000,-,3,17
120888,1734080,PAYMENT,1935,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-16 19:03:25,[WELCOME] 3월이니까? 3만원 할인!,158000,POINT,128000,30000,128000,-,3,16
120916,1733879,PAYMENT,33617,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-16 17:03:53,[WELCOME] 3월이니까? 3만원 할인!,158000,CARD,128000,30000,128000,-,3,16
121120,1732466,PAYMENT,14479,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-15 22:03:52,[프로모션] 2월 반값특가 이벤트,158000,VBANK,79000,79000,79000,-,3,15
121167,1732237,PAYMENT,4244,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-15 19:03:57,[프로모션] 2월 반값특가 이벤트,158000,CARD,79000,79000,79000,-,3,15
121245,1731813,PAYMENT,62136,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-15 15:03:51,-,158000,CARD,158000,-,158000,-,3,15
121312,1731177,PAYMENT,17508,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-15 11:03:02,[WELCOME] 3월이니까? 3만원 할인!,158000,POINT,128000,30000,128000,-,3,15
121381,1730937,PAYMENT,18426,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-15 09:03:15,[WELCOME] 3월이니까? 3만원 할인!,158000,CARD,128000,30000,128000,-,3,15
121462,1730237,PAYMENT,63348,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-14 20:03:09,-,158000,CARD,158000,-,158000,-,3,14
121525,1729802,PAYMENT,46695,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-14 17:03:20,[WELCOME] 3월이니까? 3만원 할인!,158000,CARD,128000,30000,128000,-,3,14
121549,1729651,PAYMENT,81932,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-14 15:03:42,-,158000,POINT,158000,-,158000,-,3,14
121604,1729410,PAYMENT,9269,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-14 13:03:31,-,158000,CARD,158000,-,158000,-,3,14
121627,1729305,PAYMENT,76357,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-14 12:03:23,[WELCOME] 3월이니까? 3만원 할인!,158000,CARD,128000,30000,128000,-,3,14
121632,1729274,PAYMENT,8915,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-14 12:03:39,[WELCOME] 3월이니까? 3만원 할인!,158000,CARD,128000,30000,128000,-,3,14
121725,1728916,PAYMENT,7031,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-14 03:03:41,[WELCOME] 3월이니까? 3만원 할인!,158000,CARD,128000,30000,128000,-,3,14
121755,1728758,PAYMENT,3361,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-13 23:03:31,-,158000,CARD,158000,-,158000,-,3,13
121772,1728725,PAYMENT,46536,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-13 23:03:15,[WELCOME] 3월이니까? 3만원 할인!,158000,CARD,128000,30000,128000,-,3,13
121855,1728532,PAYMENT,60253,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-13 23:03:09,-,158000,CARD,158000,-,158000,-,3,13
121879,1728439,PAYMENT,33897,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-13 22:03:30,[WELCOME] 3월이니까? 3만원 할인!,158000,CARD,128000,30000,128000,-,3,13
121931,1728325,PAYMENT,1696,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-13 22:03:52,[WELCOME] 3월이니까? 3만원 할인!,158000,POINT,128000,30000,128000,-,3,13
122023,1728063,PAYMENT,37207,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-13 20:03:04,-,158000,CARD,158000,-,158000,-,3,13
122159,1727697,PAYMENT,50036,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-13 18:03:18,[WELCOME] 3월이니까? 3만원 할인!,158000,CARD,128000,30000,128000,-,3,13
122229,1727432,PAYMENT,41452,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-13 15:03:36,[WELCOME] 3월이니까? 3만원 할인!,158000,CARD,128000,30000,128000,-,3,13
122234,1727408,PAYMENT,65555,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-13 15:03:26,-,158000,CARD,158000,-,158000,-,3,13
122248,1727357,PAYMENT,78568,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-13 14:03:08,-,158000,CARD,158000,-,158000,-,3,13
122307,1727146,PAYMENT,18413,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-13 11:03:23,-,158000,CARD,158000,-,158000,-,3,13
122320,1727083,PAYMENT,63334,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-13 10:03:50,[WELCOME] 3월이니까? 3만원 할인!,158000,POINT,128000,30000,128000,-,3,13
122328,1727064,PAYMENT,59739,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-13 10:03:19,[WELCOME] 3월이니까? 3만원 할인!,158000,CARD,128000,30000,128000,-,3,13
122412,1726761,PAYMENT,50506,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-12 23:03:54,[WELCOME] 3월이니까? 3만원 할인!,158000,POINT,128000,30000,128000,-,3,12
122443,1726588,PAYMENT,88322,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-12 21:03:31,[프로모션] 2월 반값특가 이벤트,158000,CARD,79000,79000,79000,-,3,12
122584,1725907,PAYMENT,87579,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-12 12:03:04,-,158000,VBANK,158000,-,158000,-,3,12
122640,1725618,PAYMENT,71549,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-12 02:03:53,[WELCOME] 3월이니까? 3만원 할인!,158000,VBANK,128000,30000,128000,-,3,12
122841,1724906,PAYMENT,69291,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-11 19:03:38,-,158000,CARD,158000,-,158000,-,3,11
122901,1724620,PAYMENT,94109,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-11 16:03:17,-,158000,TRANSFER,158000,-,158000,-,3,11
122970,1724187,PAYMENT,87720,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-11 15:03:47,[WELCOME] 3월이니까? 3만원 할인!,158000,CARD,128000,30000,128000,-,3,11
122981,1724137,PAYMENT,61278,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-11 15:03:58,[프로모션] 2월 반값특가 이벤트,158000,CARD,79000,79000,79000,-,3,11
123007,1724012,PAYMENT,63367,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-11 14:03:22,-,158000,POINT,158000,-,158000,-,3,11
123159,1723409,PAYMENT,7915,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-11 10:03:09,[프로모션] 2월 반값특가 이벤트,158000,CARD,79000,79000,79000,-,3,11
123160,1723408,PAYMENT,79372,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-11 10:03:14,[프로모션] 2월 반값특가 이벤트,158000,CARD,79000,79000,79000,-,3,11
123178,1723357,PAYMENT,93199,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-11 09:03:22,[WELCOME] 3월이니까? 3만원 할인!,158000,CARD,128000,30000,128000,-,3,11
123304,1722565,PAYMENT,73791,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-10 22:03:50,[WELCOME] 3월이니까? 3만원 할인!,158000,CARD,128000,30000,128000,-,3,10
123307,1722523,PAYMENT,56397,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-10 21:03:50,-,158000,POINT,158000,-,158000,-,3,10
123477,1721668,PAYMENT,99726,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-10 15:03:27,[프로모션] 2월 반값특가 이벤트,158000,CARD,79000,79000,79000,-,3,10
123561,1721200,PAYMENT,85061,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-10 13:03:30,-,158000,CARD,158000,-,158000,-,3,10
123568,1721153,PAYMENT,22187,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-10 12:03:38,[WELCOME] 3월이니까? 3만원 할인!,158000,CARD,128000,30000,128000,-,3,10
123758,1720089,PAYMENT,63238,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-09 20:03:46,-,158000,CARD,158000,-,158000,-,3,9
123776,1719945,PAYMENT,51952,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-09 17:03:06,[WELCOME] 3월이니까? 3만원 할인!,158000,CARD,128000,30000,128000,-,3,9
123820,1719718,PAYMENT,64884,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-09 15:03:24,[프로모션] 2월 반값특가 이벤트,158000,CARD,79000,79000,79000,-,3,9
123892,1719278,PAYMENT,92360,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-09 07:03:39,[WELCOME] 3월이니까? 3만원 할인!,158000,CARD,128000,30000,128000,-,3,9
123898,1719246,PAYMENT,57319,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-09 07:03:30,-,158000,POINT,158000,-,158000,-,3,9
123900,1719227,PAYMENT,50783,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-09 05:03:48,[WELCOME] 3월이니까? 3만원 할인!,158000,CARD,128000,30000,128000,-,3,9
123905,1719208,PAYMENT,53518,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-09 03:03:25,[WELCOME] 3월이니까? 3만원 할인!,158000,CARD,128000,30000,128000,-,3,9
123915,1719158,PAYMENT,51059,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-09 01:03:42,[프로모션] 2월 반값특가 이벤트,158000,CARD,79000,79000,79000,-,3,9
124045,1718342,REFUND,10802,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-08 17:03:07,-,158000,CARD,-128000,-,-,-128000,3,8
124074,1718157,REFUND,63297,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-08 16:03:18,-,158000,POINT,-158000,-,-,-158000,3,8
124261,1717306,PAYMENT,28260,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-08 07:03:45,[WELCOME] 3월이니까? 3만원 할인!,158000,POINT,128000,30000,128000,-,3,8
124287,1717134,PAYMENT,3617,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-08 01:03:37,[WELCOME] 3월이니까? 3만원 할인!,158000,CARD,128000,30000,128000,-,3,8
124414,1716570,PAYMENT,80815,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-07 19:03:40,-,158000,POINT,158000,-,158000,-,3,7
124649,1715632,PAYMENT,54760,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-07 12:03:57,-,158000,CARD,158000,-,158000,-,3,7
124653,1715622,PAYMENT,37199,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-07 12:03:51,[WELCOME] 3월이니까? 3만원 할인!,158000,POINT,128000,30000,128000,-,3,7
124667,1715511,PAYMENT,8931,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-07 12:03:06,[WELCOME] 3월이니까? 3만원 할인!,158000,CARD,128000,30000,128000,-,3,7
124747,1715215,PAYMENT,8120,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-07 10:03:43,[프로모션] 2월 반값특가 이벤트,158000,POINT,79000,79000,79000,-,3,7
124753,1715206,PAYMENT,59180,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-07 10:03:02,[프로모션] 2월 반값특가 이벤트,158000,CARD,79000,79000,79000,-,3,7
124800,1715048,PAYMENT,35474,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-07 07:03:03,-,158000,POINT,158000,-,158000,-,3,7
124844,1714676,PAYMENT,85983,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-06 23:03:27,-,158000,CARD,158000,-,158000,-,3,6
124849,1714650,PAYMENT,12734,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-06 23:03:42,[WELCOME] 3월이니까? 3만원 할인!,158000,POINT,128000,30000,128000,-,3,6
124884,1714404,PAYMENT,70438,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-06 20:03:21,-,158000,CARD,158000,-,158000,-,3,6
124916,1714126,PAYMENT,89467,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-06 17:03:27,-,158000,CARD,158000,-,158000,-,3,6
124962,1713729,PAYMENT,91047,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-06 13:03:17,-,158000,CARD,158000,-,158000,-,3,6
124969,1713674,PAYMENT,81599,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-06 12:03:25,-,158000,CARD,158000,-,158000,-,3,6
124973,1713642,PAYMENT,32787,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-06 12:03:57,-,158000,CARD,158000,-,158000,-,3,6
125007,1713271,PAYMENT,8098,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-06 01:03:46,[WELCOME] 3월이니까? 3만원 할인!,158000,CARD,128000,30000,128000,-,3,6
125064,1712413,PAYMENT,21648,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-05 14:03:16,-,158000,CARD,158000,-,158000,-,3,5
125067,1712394,PAYMENT,39321,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-05 13:03:38,[WELCOME] 3월이니까? 3만원 할인!,158000,POINT,128000,30000,128000,-,3,5
125102,1711980,PAYMENT,13051,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-05 01:03:16,-,158000,CARD,158000,-,158000,-,3,5
125179,1711742,PAYMENT,64909,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-04 22:03:38,[프로모션] 2월 1+1 수강권 이벤트,158000,CARD,22000,136000,22000,-,3,4
125185,1711720,PAYMENT,46751,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-04 22:03:59,-,158000,CARD,158000,-,158000,-,3,4
125236,1711527,PAYMENT,96453,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-04 21:03:39,[WELCOME] 3월이니까? 3만원 할인!,158000,CARD,128000,30000,128000,-,3,4
125293,1711288,PAYMENT,41801,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-04 19:03:03,[프로모션] 2월 1+1 수강권 이벤트,158000,PROMOTION,0,169000,0,-,3,4
125335,1711113,PAYMENT,22275,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-04 17:03:04,[프로모션] 2월 1+1 수강권 이벤트,158000,PROMOTION,0,261000,0,-,3,4
125343,1711010,PAYMENT,13327,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-04 17:03:05,[프로모션] 2월 1+1 수강권 이벤트,158000,PROMOTION,0,283000,0,-,3,4
125351,1710921,PAYMENT,98043,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-04 17:03:13,[프로모션] 2월 1+1 수강권 이벤트,158000,CARD,14000,144000,14000,-,3,4
125354,1710885,PAYMENT,24424,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-04 17:03:13,[프로모션] 2월 1+1 수강권 이벤트,158000,POINT,12000,146000,12000,-,3,4
125372,1710722,PAYMENT,48385,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-04 16:03:44,[프로모션] 2월 1+1 수강권 이벤트,158000,PROMOTION,0,294000,0,-,3,4
125488,1710216,PAYMENT,12287,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-04 14:03:49,[프로모션] 2월 1+1 수강권 이벤트,158000,PROMOTION,0,185000,0,-,3,4
125608,1709605,REFUND,67522,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-04 10:03:44,-,158000,POINT,-1000,-,-,-1000,3,4
125623,1709576,PAYMENT,56865,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-04 10:03:03,[프로모션] 2월 1+1 수강권 이벤트,158000,POINT,1000,157000,1000,-,3,4
125643,1709522,PAYMENT,72959,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-04 10:03:13,[프로모션] 2월 1+1 수강권 이벤트,158000,PROMOTION,0,341000,0,-,3,4
125648,1709512,PAYMENT,75640,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-04 10:03:26,[프로모션] 2월 1+1 수강권 이벤트,158000,VBANK,2000,156000,2000,-,3,4
125674,1709470,PAYMENT,47190,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-04 10:03:48,[프로모션] 2월 1+1 수강권 이벤트,158000,POINT,13000,145000,13000,-,3,4
125784,1708638,PAYMENT,4091,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-03 22:03:42,[프로모션] 2월 1+1 수강권 이벤트,158000,POINT,2000,156000,2000,-,3,3
125804,1708496,PAYMENT,14658,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-03 22:03:46,-,158000,CARD,158000,-,158000,-,3,3
125809,1708452,PAYMENT,60386,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-03 21:03:37,-,158000,POINT,158000,-,158000,-,3,3
125940,1707497,PAYMENT,25956,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-03 15:03:08,-,158000,CARD,158000,-,158000,-,3,3
126018,1706955,PAYMENT,85038,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-03 11:03:10,[프로모션] 2월 1+1 수강권 이벤트,158000,CARD,9000,149000,9000,-,3,3
126085,1706568,PAYMENT,40842,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-03 03:03:56,[WELCOME] 3월이니까? 3만원 할인!,158000,CARD,128000,30000,128000,-,3,3
126105,1706396,PAYMENT,26383,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-03 00:03:23,[WELCOME] 3월이니까? 3만원 할인!,158000,CARD,128000,30000,128000,-,3,3
126424,1704394,REFUND,14665,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-02 10:03:31,-,157000,TRANS,-104666,-,-,-104666,3,2
126478,1704153,PAYMENT,17075,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-02 07:03:59,-,158000,CARD,158000,-,158000,-,3,2
126511,1703960,PAYMENT,190,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-02 00:03:20,[WELCOME] 3월이니까? 3만원 할인!,158000,CARD,128000,30000,128000,-,3,2
126537,1703829,PAYMENT,3190,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-03-01 23:03:34,[프로모션] 2월 1+1 수강권 이벤트,158000,POINT,9000,149000,9000,-,3,1
